[2022-12-26T14:13:36.978+0000] {taskinstance.py:1165} INFO - Dependencies all met for <TaskInstance: finance_data_lake.bronze_zone scheduled__2022-12-25T14:13:32.947636+00:00 [queued]>
[2022-12-26T14:13:36.986+0000] {taskinstance.py:1165} INFO - Dependencies all met for <TaskInstance: finance_data_lake.bronze_zone scheduled__2022-12-25T14:13:32.947636+00:00 [queued]>
[2022-12-26T14:13:36.986+0000] {taskinstance.py:1362} INFO - 
--------------------------------------------------------------------------------
[2022-12-26T14:13:36.986+0000] {taskinstance.py:1363} INFO - Starting attempt 1 of 1
[2022-12-26T14:13:36.987+0000] {taskinstance.py:1364} INFO - 
--------------------------------------------------------------------------------
[2022-12-26T14:13:37.006+0000] {taskinstance.py:1383} INFO - Executing <Task(PythonOperator): bronze_zone> on 2022-12-25 14:13:32.947636+00:00
[2022-12-26T14:13:37.009+0000] {standard_task_runner.py:55} INFO - Started process 7001 to run task
[2022-12-26T14:13:37.011+0000] {standard_task_runner.py:82} INFO - Running: ['airflow', 'tasks', 'run', 'finance_data_lake', 'bronze_zone', 'scheduled__2022-12-25T14:13:32.947636+00:00', '--job-id', '59', '--raw', '--subdir', 'DAGS_FOLDER/job_finance_data_lake.py', '--cfg-path', '/tmp/tmp309mpium']
[2022-12-26T14:13:37.012+0000] {standard_task_runner.py:83} INFO - Job 59: Subtask bronze_zone
[2022-12-26T14:13:37.066+0000] {task_command.py:376} INFO - Running <TaskInstance: finance_data_lake.bronze_zone scheduled__2022-12-25T14:13:32.947636+00:00 [running]> on host 92923f118f93
[2022-12-26T14:13:37.135+0000] {taskinstance.py:1590} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_OWNER=airflow
AIRFLOW_CTX_DAG_ID=finance_data_lake
AIRFLOW_CTX_TASK_ID=bronze_zone
AIRFLOW_CTX_EXECUTION_DATE=2022-12-25T14:13:32.947636+00:00
AIRFLOW_CTX_TRY_NUMBER=1
AIRFLOW_CTX_DAG_RUN_ID=scheduled__2022-12-25T14:13:32.947636+00:00
[2022-12-26T14:13:37.175+0000] {logging_mixin.py:137} INFO - Importing daily stock...
[2022-12-26T14:13:37.622+0000] {logging_mixin.py:137} INFO - [                       0%                       ]
[2022-12-26T14:13:37.803+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  2 of 8187 completed
[2022-12-26T14:13:37.813+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  3 of 8187 completed
[2022-12-26T14:13:37.814+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  3 of 8187 completed
[2022-12-26T14:13:37.816+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  5 of 8187 completed
[2022-12-26T14:13:37.822+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  5 of 8187 completed
[2022-12-26T14:13:37.827+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  7 of 8187 completed
[2022-12-26T14:13:37.832+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  8 of 8187 completed
[2022-12-26T14:13:37.834+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  9 of 8187 completed
[2022-12-26T14:13:37.862+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  10 of 8187 completed
[2022-12-26T14:13:38.036+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  11 of 8187 completed
[2022-12-26T14:13:38.065+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  12 of 8187 completed
[2022-12-26T14:13:38.114+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  13 of 8187 completed
[2022-12-26T14:13:38.127+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  14 of 8187 completed
[2022-12-26T14:13:38.129+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  15 of 8187 completed
[2022-12-26T14:13:38.172+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  16 of 8187 completed
[2022-12-26T14:13:38.177+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  17 of 8187 completed
[2022-12-26T14:13:38.189+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  18 of 8187 completed
[2022-12-26T14:13:38.198+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  19 of 8187 completed
[2022-12-26T14:13:38.203+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  20 of 8187 completed
[2022-12-26T14:13:38.333+0000] {logging_mixin.py:137} INFO - [                       0%                       ]  21 of 8187 completed
